,index,title,authors,average_rating,isbn13,language_code,num_pages,categories,description,published_year,new_categories,lower_title,combined_features
520,1245,Eaters of the Dead,Michael Crichton,3.67,9780060891565,eng,304.0,Fiction,"An ambassador of the tenth-century Caliph of Bagdad is carried off by the Norsemen to endure, for three years, the harshness of their way of life and the creatures that terrorize them.",2006.0,Fiction,eaters of the dead,"eaters of the dead,Michael Crichton,Fiction,An ambassador of the tenth-century Caliph of Bagdad is carried off by the Norsemen to endure, for three years, the harshness of their way of life and the creatures that terrorize them."
521,1246,The Terminal Man,Michael Crichton,3.36,9780060092573,eng,266.0,Fiction,A team of surgeons perform an operation on a violent paranoid in an attempt to electronically control his behavior.,2002.0,Fiction,the terminal man,"the terminal man,Michael Crichton,Fiction,A team of surgeons perform an operation on a violent paranoid in an attempt to electronically control his behavior."
522,1247,Five Patients,Michael Crichton,3.48,9780345354648,eng,204.0,Social Science,An introduction to the workings of a modern hospital recreates the actual experiences of five patients at Massachusetts General,1989.0,Social Science,five patients,"five patients,Michael Crichton,Social Science,An introduction to the workings of a modern hospital recreates the actual experiences of five patients at Massachusetts General"
523,1249,Twister,Michael Crichton/Anne-Marie Martin,3.63,9780345409706,eng,182.0,Motion picture plays,"Scientists are pursuing the most destructive weatherfront to sweep through mid-America's Tornado Alley in 50 years. By launching electronic sensors into the funnel, the storm chasers hope to obtain enough data to create an improved warning system. But to do so, they must intercept the twisters' deadly path. Original screenplay from the motion picture.",1996.0,Motion picture plays,twister,"twister,Michael Crichton/Anne-Marie Martin,Motion picture plays,Scientists are pursuing the most destructive weatherfront to sweep through mid-America's Tornado Alley in 50 years. By launching electronic sensors into the funnel, the storm chasers hope to obtain enough data to create an improved warning system. But to do so, they must intercept the twisters' deadly path. Original screenplay from the motion picture."
524,1250,Holy the Firm,Annie Dillard,4.22,9780060915438,eng,76.0,Literary Criticism,"In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with ""one enormous window, one cat, one spider and one person."" For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In Holy the Firm she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in an airplane accident, about a baptism on a cold beach. But behind the moving curtain of what she calls ""the hard things -- rock mountain and salt sea,"" she sees, sometimes far off and sometimes as close by as a veil or air, the power play of holy fire. This is a profound book about the natural world -- both its beauty and its cruelty -- the Pulitzer Prize-winning Dillard knows so well.",1988.0,Literary Criticism,holy the firm,"holy the firm,Annie Dillard,Literary Criticism,In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with ""one enormous window, one cat, one spider and one person."" For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In Holy the Firm she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in an airplane accident, about a baptism on a cold beach. But behind the moving curtain of what she calls ""the hard things -- rock mountain and salt sea,"" she sees, sometimes far off and sometimes as close by as a veil or air, the power play of holy fire. This is a profound book about the natural world -- both its beauty and its cruelty -- the Pulitzer Prize-winning Dillard knows so well."
525,1251,Pygmalion,George Bernard Shaw,3.9,9780486282220,eng,122.0,Literary Criticism,Professor Higgins succeeds in transforming an unkempt London flower girl into a society belle.,2003.0,Literary Criticism,pygmalion,"pygmalion,George Bernard Shaw,Literary Criticism,Professor Higgins succeeds in transforming an unkempt London flower girl into a society belle."
526,1255,The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,4.03,9781593080297,eng,216.0,Fiction,"Startling and bizarre, Kafka's masterpiece tells the story of a young man who becomes an object of disgrace to his family, an outsider in his own home, and a quintessentially alienated man. Part of Penguin's Great Books of the 20th Century series.",2000.0,Fiction,the metamorphosis and other stories,"the metamorphosis and other stories,Franz Kafka/Jason Baker/Donna Freed,Fiction,Startling and bizarre, Kafka's masterpiece tells the story of a young man who becomes an object of disgrace to his family, an outsider in his own home, and a quintessentially alienated man. Part of Penguin's Great Books of the 20th Century series."
527,1258,Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,3.57,9780141439495,eng,422.0,Fiction,"""Gulliver's travels purports to be a travel book. It is a blend of fantasy and realism and describes the shipwrecked Gulliver's encounters with the inhabitants of four places: Lilliput, Brobdingnag, Laputa, and the country of the Houyhnhnms""--Provided byp",2005.0,Fiction,gulliver's travels,"gulliver's travels,Jonathan Swift/Robert DeMaria Jr.,Fiction,""Gulliver's travels purports to be a travel book. It is a blend of fantasy and realism and describes the shipwrecked Gulliver's encounters with the inhabitants of four places: Lilliput, Brobdingnag, Laputa, and the country of the Houyhnhnms""--Provided byp"
528,1282,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,9780007204496,eng,204.0,Biography & Autobiography,Records the experiences of a free-lance writer who embarked on a zany journey into the drug culture,1998.0,Biography & Autobiography,fear and loathing in las vegas,"fear and loathing in las vegas,Hunter S. Thompson/Ralph Steadman,Biography & Autobiography,Records the experiences of a free-lance writer who embarked on a zany journey into the drug culture"
529,1284,The Joy Luck Club,Amy Tan,3.92,9780143038092,eng,288.0,Fiction,"Encompassing two generations and a rich blend of Chinese and American history, the story of four struggling, strong women also reveals their daughter's memories and feelings.",2006.0,Fiction,the joy luck club,"the joy luck club,Amy Tan,Fiction,Encompassing two generations and a rich blend of Chinese and American history, the story of four struggling, strong women also reveals their daughter's memories and feelings."
530,1285,Dr. Seuss's ABC,Dr. Seuss,4.08,9780679882817,eng,21.0,Juvenile Fiction,"Pictures illustrate things that begin with each letter of the alphabet, including Aunt Annie's alligator and a yawning yellow yak",1996.0,Juvenile Fiction,dr. seuss's abc,"dr. seuss's abc,Dr. Seuss,Juvenile Fiction,Pictures illustrate things that begin with each letter of the alphabet, including Aunt Annie's alligator and a yawning yellow yak"
531,1286,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,9780394800912,eng,58.0,Juvenile Fiction,"Tells, in verse, what happens when all ninety-nine zillion nine trillion and three creatures in the world go to sleep.",1962.0,Juvenile Fiction,dr. seuss's sleep book,"dr. seuss's sleep book,Dr. Seuss,Juvenile Fiction,Tells, in verse, what happens when all ninety-nine zillion nine trillion and three creatures in the world go to sleep."
532,1287,Happy Birthday to You!,Dr. Seuss,4.13,9780394800769,eng,64.0,Juvenile Fiction,Describes a birthday celebration in Katroo presided over by the Birthday Bird.,1959.0,Juvenile Fiction,happy birthday to you!,"happy birthday to you!,Dr. Seuss,Juvenile Fiction,Describes a birthday celebration in Katroo presided over by the Birthday Bird."
533,1288,McElligot's Pool,Dr. Seuss,4.06,9780394800837,eng,64.0,Juvenile Fiction,A boy imagines the rare and wonderful fish he might catch in McElligot's pool.,1974.0,Juvenile Fiction,mcelligot's pool,"mcelligot's pool,Dr. Seuss,Juvenile Fiction,A boy imagines the rare and wonderful fish he might catch in McElligot's pool."
534,1289,The Cat in the Hat,Dr. Seuss,4.17,9780679891116,eng,61.0,Juvenile Fiction,Two children sitting at home on a rainy day are visited by the Cat in the Hat who shows them some tricks and games.,1997.0,Juvenile Fiction,the cat in the hat,"the cat in the hat,Dr. Seuss,Juvenile Fiction,Two children sitting at home on a rainy day are visited by the Cat in the Hat who shows them some tricks and games."
535,1290,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,9780394844848,eng,56.0,Juvenile Fiction,"Each time Bartholomew Cubbins attempts to obey the King's order to take off his hat, he finds there is another one on his head.",1938.0,Juvenile Fiction,the 500 hats of bartholomew cubbins,"the 500 hats of bartholomew cubbins,Dr. Seuss,Juvenile Fiction,Each time Bartholomew Cubbins attempts to obey the King's order to take off his hat, he finds there is another one on his head."
536,1291,Oh Say Can You Say?,Dr. Seuss,4.01,9780007175222,eng,36.0,Children's stories,Tie your tongue in terrible knots as you try to read aloud. Nonsense rhyming story.,2004.0,Children's stories,oh say can you say?,"oh say can you say?,Dr. Seuss,Children's stories,Tie your tongue in terrible knots as you try to read aloud. Nonsense rhyming story."
537,1292,The Lorax,Dr. Seuss,4.35,9780679889106,eng,72.0,Juvenile Fiction,The Once-ler describes the consequences of local pollution and business practices that harm the environment.,1998.0,Juvenile Fiction,the lorax,"the lorax,Dr. Seuss,Juvenile Fiction,The Once-ler describes the consequences of local pollution and business practices that harm the environment."
538,1293,After Henry,Joan Didion,3.83,9780679745396,eng,320.0,Fiction,Presents essays that discern the social and political importance behind the day's most lurid news,1993.0,Fiction,after henry,"after henry,Joan Didion,Fiction,Presents essays that discern the social and political importance behind the day's most lurid news"
539,1294,Another Day in Cubicle Paradise,Scott Adams,4.01,9780740721946,eng,128.0,Humor,"Dilbert and his co-workers--along with Dogbert, Catbert, and the boss--explore the mysteries of corporate America, from unusual personnel decisions and the worst meetings on record to schizoid secretaries and consultants from hell.",2002.0,Humor,another day in cubicle paradise,"another day in cubicle paradise,Scott Adams,Humor,Dilbert and his co-workers--along with Dogbert, Catbert, and the boss--explore the mysteries of corporate America, from unusual personnel decisions and the worst meetings on record to schizoid secretaries and consultants from hell."
540,1295,The Girl in the Flammable Skirt,Aimee Bender,3.88,9780385492164,eng,192.0,Fiction,A darkly comic collection of stories features men and women whose lives are pulled into the bizarre by their erotic desires,1999.0,Fiction,the girl in the flammable skirt,"the girl in the flammable skirt,Aimee Bender,Fiction,A darkly comic collection of stories features men and women whose lives are pulled into the bizarre by their erotic desires"
541,1296,Planet of Slums,Mike  Davis,3.92,9781844670222,eng,228.0,Political Science,"An exploration of modern-world urbanization cites a concerning rise in slum life that currently accounts for nearly one-fifth of the world's population, arguing that urban populations are disconnected and exempt from the formal world economy and may represent an explosive convergence of ethnic, religious, and political unrest.",2006.0,Political Science,planet of slums,"planet of slums,Mike  Davis,Political Science,An exploration of modern-world urbanization cites a concerning rise in slum life that currently accounts for nearly one-fifth of the world's population, arguing that urban populations are disconnected and exempt from the formal world economy and may represent an explosive convergence of ethnic, religious, and political unrest."
542,1297,Little Plum,Rumer Godden/Jean Primrose,4.22,9780140307375,eng,144.0,Juvenile Fiction,The new girl who moves into the mansion next door is a mystery to her eight and nine-year-old neighbors who plot to become her friends when they learn she too owns a Japanese doll.,1987.0,Juvenile Fiction,little plum,"little plum,Rumer Godden/Jean Primrose,Juvenile Fiction,The new girl who moves into the mansion next door is a mystery to her eight and nine-year-old neighbors who plot to become her friends when they learn she too owns a Japanese doll."
543,1298,Early Candlelight,Maud Hart Lovelace/Rhoda R. Gilman,3.69,9780873512695,eng,342.0,Fiction,"""Young Deedee DuGay knew everyone at Fort Snelling in the 1830s ... On an island in the Mississippi, near yet remote, lived Jasper Page, the leading fur trader in the territory ... And although he was far above her in social class, Deedee dared to love him. Their story is a rich and romantic re-creation of an important time in Minnesota history ... A new introduction compares the fictional Jasper Page to Henry H. Sibley, fur trader and first governor of Minnesota, upon whom the character was based""--Back cover.",1992.0,Fiction,early candlelight,"early candlelight,Maud Hart Lovelace/Rhoda R. Gilman,Fiction,""Young Deedee DuGay knew everyone at Fort Snelling in the 1830s ... On an island in the Mississippi, near yet remote, lived Jasper Page, the leading fur trader in the territory ... And although he was far above her in social class, Deedee dared to love him. Their story is a rich and romantic re-creation of an important time in Minnesota history ... A new introduction compares the fictional Jasper Page to Henry H. Sibley, fur trader and first governor of Minnesota, upon whom the character was based""--Back cover."
544,1299,Treason,Orson Scott Card,3.9,9780765309044,eng,288.0,Fiction,"Lanik Mueller's birthright as heir to planet Treason's most powerful rulership will never be realized. He is a ""rad"" -- radical regenerative. A freak among people who can regenerate injured flesh... and trade extra body parts to the Offworld oppressors for iron. For, on a planet without hard metals -- or the means of escape -- iron is power in the race to build a spacecraft. Iron is the promise of freedom -- which may never be fulfilled as Lanik uncovers a treacherous conspiracy beyond his imagination. Now charged with a mission of conquest -- and exile -- Lanik devises a bold and dangerous plan... a quest that may finally break the vicious chain of rivalry and bloodshed that enslaves the people of Treason as the Offworld never could.",2006.0,Fiction,treason,"treason,Orson Scott Card,Fiction,Lanik Mueller's birthright as heir to planet Treason's most powerful rulership will never be realized. He is a ""rad"" -- radical regenerative. A freak among people who can regenerate injured flesh... and trade extra body parts to the Offworld oppressors for iron. For, on a planet without hard metals -- or the means of escape -- iron is power in the race to build a spacecraft. Iron is the promise of freedom -- which may never be fulfilled as Lanik uncovers a treacherous conspiracy beyond his imagination. Now charged with a mission of conquest -- and exile -- Lanik devises a bold and dangerous plan... a quest that may finally break the vicious chain of rivalry and bloodshed that enslaves the people of Treason as the Offworld never could."
